Table No.19 (b),Unnamed: 2,Unnamed: 4,Unnamed: 6,Unnamed: 8,Unnamed: 10,Unnamed: 12,Unnamed: 14,Unnamed: 16,Unnamed: 18
120,WESHINE TECH PRIVATE LIMITED,MAHARASHTRA,Pune,Other information technology and computer service activities n.e.c,Constellation Netherlands Holding 2 Coperatief U.A.,Netherland,"9,43,95,000.0000",1185842.9981,"Received in the
company"
121,TOD'S RETAIL INDIA PRIVATE LIMITED,DELHI,Central Delhi,"Retail sale of leather goods and travel accessories of leather and
leather substitutes",TOD'S INERNATIONAL B.V.,Netherland,"9,12,26,074.3460",1137034.2153,"Received in the
company"
122,Atlantic Lubricants and Specialities Pvt Limited,MAHARASHTRA,Mumbai,"Wholesale of solid, liquid and gaseous fuels and related products",Motul Asia Pacific Pte. Ltd,Singapore,"9,00,18,413.0000",1130861.8545,Received in the company
123,WINGREENS FARMS PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other bakery products n.e.c.,Subha Investments,Mauritius,"8,72,98,568.0000",1096693.6343,"Received in the
company"
124,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"8,72,46,147.4800",1096035.0983,Received in the company
125,Impetus Technologies India Private Limited,MADHYA PRADESH,Indore,Other information technology and computer service activities n.e.c,Impetus Technologies Inc,U.S.A,"8,48,18,000.0000",1057164.5087,Received in the company
126,FIVE-STAR BUSINESS FINANCE LIMITED,TAMIL NADU,Chennai,Other credit granting,SPIRIT CAPITAL,Mauritius,"8,46,43,028.3500",1054983.6766,Received in the company
127,Prestige Mysore Retail Ventures Private Limited,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"8,26,01,953.0000",1037692.1193,Received in the company
128,ERUVAKA TECHNOLOGIES PRIVATE LIMITED,ANDHRA PRADESH,Krishna,Manufacture of other electrical equipment,Nutreco International BV,Netherland,"8,15,07,771.8400",1015906.0998,Received in the company
129,BEEJAPURI DAIRY PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other dairy products n.e.c.,VENTURI I CO INVESTMENT I,Singapore,"7,97,81,602.4000",1002261.2912,Received in the company
130,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"7,88,99,667.1800",991181.9257,Received in the company
131,Innkey Infosystems Private Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",Yanolja Cloud Pte. Ltd.,Singapore,"7,79,08,110.0000",978725.4276,Received in the company
132,Innkey Infosystems Private Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",YANOLJA CLOUD PTE. LTD.,Singapore,"7,78,08,864.0000",977478.6436,Received in the company
133,"REIFENHAUSER INDIA MARKETING PRIVATE
LIMITED",MAHARASHTRA,Nanded,"Other professional, scientific and technical activities n.e.c.",REIFENHAUSER GMBH & CO. KG MASCHINENFABRIK,Germany,"7,77,56,250.0000",969147.4432,"Received in the
company"
134,SILA Solutions Private Limited,MAHARASHTRA,Mumbai,Combined facilities support activities,NORWEST VENTURE PARTNERS X - MAURITUS,Mauritius,"7,65,02,400.0000",961066.1092,Received in the
,,,,,,,,,company
135,SRI ENERGY VALVES PVT LTD,TAMIL NADU,Pudukkottai,"Manufacture of other pumps, compressors, taps and valves etc.",Sri Energy Inc,U.S.A,"7,55,20,500.0000",948730.93,"Received in the
company"
136,JUSPAY TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Ithan Creek Master Investors (Cayman) L.P.,Cayman Islands,"7,43,61,678.0500",934173.158,"Received in the
company"
137,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,Russell Square Holding B.V.,Netherland,"7,38,02,999.9710",927697.8188,"Received in the
company"
138,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,Russell Square Holding B.V.,Netherland,"7,38,02,999.9710",927697.8188,"Received in
the company"
139,INDUS INSIGHTS AND ANALYTICAL SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Management consultancy activities,Culbro Helix Investments LLC,U.S.A,"7,20,03,896.4800",904553.3818,Received in the company
140,CAPTRONIC SYSTEMS PRIVATE LIMITED,KARNATAKA,Bengaluru,Technical testing and analysis,Safran Data Systems Investment SAS,France,"7,01,68,238.0000",874571.0917,"Received in the
company"
141,Smartpaddle Technology Private Limited,MAHARASHTRA,Mumbai,Wholesale trade via e-commerce excluding activities of commission agents,"B Capital Asia I, LP",U.S.A,"6,78,90,000.0000",846175.3224,Received in the company
142,BEEJAPURI DAIRY PRIVATE LIMITED,MADHYA PRADESH,Bhopal,Manufacture of other dairy products n.e.c.,"SWC GLOBAL FUND, L.P.",Cayman Islands,"6,64,82,508.3200",828632.463,Received in the company
143,Prestige Hyderabad Retail Ventures Private Limited,TELANGANA,Hyderabad,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"6,57,54,228.0000",826041.5369,Received in the company
144,GREEN AGREVOLUTION PRIVATE LIMITED,BIHAR,Patna,"Other supporting activities including agricultural gardening (excluding parks and gardening activities), n.e.c.",NASPERS VENTURES B V,Netherland,"6,54,56,098.3500",822296.2648,Received in the company
145,QUICKO TECHNOSOFT LABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,F-Prime Capital Partners Tech Fund II LP,U.S.A,"6,53,63,742.0000",821136.0324,Received in the company
146,WINGREENS FARMS PRIVATE LIMITED,HARYANA,Gurgaon,Manufacture of other bakery products n.e.c.,Subha Investments,Mauritius,"6,40,01,004.0000",804016.5524,Received in the company
147,"MANAK WASTE MANAGEMENT
PRIVATE LIMITED",DELHI,Central Delhi,Other information technology and computer service activities n.e.c,Parakmark KB Fund 1,South Korea,"6,33,39,607.5800",796173.8116,"Received in the
company"
148,GLITCH MEDIA PRIVATE LTD,MAHARASHTRA,Mumbai,Advertising,Russell Square Holding B.V.,Netherland,"6,32,61,123.0370",795187.2671,"Received in the
company"
149,FARMART SERVICE,UTTAR,Lucknow,Other supporting activities including,Matrix Partners India,Mauritius,"6,29,84,260.0000",791243.6433,Received in
,PRIVATE LIMITED,PRADESH,,"agricultural gardening (excluding parks and gardening activities),
n.e.c.","Investments III, LLC",,,,the company
150,SECLORE TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Seclore Technology Inc,U.S.A,"6,23,06,643.5680",776584.8315,"Received in the
company"
151,CROCHET TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Pune,Activities of employment placement agencies,Bits In Glass INC,Canada,"6,11,29,791.0000",767946.7624,Received in the company
152,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"6,03,45,000.0000",758531.8333,"Received in the
company"
153,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"6,03,45,000.0000",758531.8333,Received in the company
154,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"6,03,45,000.0000",758531.8333,Received in the company
155,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"6,03,45,000.0000",758531.8333,Received in the company
156,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"6,03,45,000.0000",758531.8333,Received in the company
157,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"6,03,45,000.0000",758531.8333,Received in the company
158,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"6,03,45,000.0000",758531.8333,Received in the company
159,BPE BIOTREE INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other special- purpose machinery n.e.c.,Zeta Holding GmbH,Austria,"5,93,98,388.0000",746632.996,Received in the company
160,VALOR INNOVATIONS PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,As per annexure attached,Mauritius,"5,98,87,499.9440",746432.8263,Received in the company
161,Neev Knowledge Management Private Limited,MAHARASHTRA,Mumbai,Academic tutoring services,Global Education International BV,Netherland,"5,77,10,996.0500",724997.9404,Received in the company
162,MARANGONI GRP PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of rubber balloons,LEADER RUBBER COMPANY (SA) PROPRIETARY LIMITED,South Africa,"5,70,59,150.0000",717228.9611,"Received in the
company"
163,PUNJAB RENEWABLE ENERGY SYSTEMS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Production, collection and distribution of steam and hot water for heating, power and other
purposes","Mitsui & Co., Ltd",Japan,"5,64,89,307.0000",704078.0316,Received in the company
164,Prestige Garden Constructions Private Limited,KARNATAKA,Bengaluru,"Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or
on a fee or contract basis",BREP Asia II Indian Holding Co. IX (NQ) Pte. Ltd,Singapore,"5,56,95,063.0000",699672.6573,Received in the company
165,Sahyadri Farms Post Harvest Care Limited,MAHARASHTRA,Nashik,Preservation of fruit and vegetables n.e.c.,Korys Investments NV,Belgium,"5,49,99,991.2000",691345.4993,"Received in the
company"
166,"MANAK WASTE MANAGEMENT
PRIVATE LIMITED",GUJARAT,Gandhi Nagar,Other information technology and computer service activities n.e.c,Paramark KB Fund I,South Korea,"5,52,93,207.9200",689169.952,"Received in the
company"
167,"REED MANCH
EXHIBITIONS PRIVATE LIMITED",DELHI,Central Delhi,Organization of conventions and trade shows,"RELX Overseas BV (along with
its nominee RELX Overseas Holdings Limited)",Netherland,"5,46,03,750.0000",686364.7791,"Received in
the company"
168,"INDUS INSIGHTS AND ANALYTICAL SERVICES
PRIVATE LIMITED",KARNATAKA,Bengaluru,Management consultancy activities,Culbro Helix Investments LLC,U.S.A,"5,45,46,329.5200",685241.6223,"Received in the
company"
169,MANAK WASTE MANAGEMENT PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,AEP II Holdings Pte Ltd,Singapore,"5,42,61,618.2200",682064.2099,Received in the company
170,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"5,15,78,655.5600",647960.0355,Received in the company
171,Hella Infra Market Private Limited,MAHARASHTRA,Thane,"Wholesale of construction materials (sand, gravel etc.)",Evolvence India Fund III Ltd.,Mauritius,"5,10,74,793.0000",641630.2311,Received in the company
172,M2P SOLUTIONS PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other information technology and computer service activities n.e.c,Internet Fund VII Pte Ltd,Singapore,"5,03,17,830.0000",632491.1068,Received in the company
173,Loadshare Networks Private Limited,KARNATAKA,Bengaluru,Cargo handling incidental to land transport,INTERNET FUND VII PTE. LTD,Singapore,"5,02,48,770.0000",631253.2663,Received in the company
174,VISTAS TECHNOLABS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,"Nexus Ventures VI Holdings, LLC",U.S.A,"5,02,16,364.6300",625892.5988,Received in the company
175,Rieter India Private Limited,MAHARASHTRA,Satara,"Manufacture of machinery for preparation of textile fibers, spinning machines, machines for preparing textile yarns, weaving machines (looms), including hand looms, knitting machines",Rieter Holding AG,Switzerland,"4,95,53,000.0000",622512.6128,Received in the company
176,FARMART SERVICE PRIVATE LIMITED,UTTAR PRADESH,Lucknow,"Other supporting activities including agricultural gardening (excluding parks and gardening activities),
n.e.c.","Matrix Partners India Investments III, LLC",Mauritius,"4,71,11,105.0000",591836.1566,Received in the company
177,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore ACK Pte Ltd,Singapore,"4,61,20,200.0000",579387.8515,"Received in the
company"
178,FERNS N PETALS PVT LTD,TELANGANA,Hyderabad,"Manufacture of biscuits, cakes, pastries, rusks etc.","LIGHTHOUSE INDIA FUND III, LIMITED",Mauritius,"4,61,86,254.0000",575661.6346,"Received in the
company"
179,Capalpha Trade Private Limited,MAHARASHTRA,Mumbai,Other non-specialised wholesale trade n.e.c.,"BB Invescor I, LLC",U.S.A,"4,58,26,500.0000",571177.6906,"Received in the
company"
180,INNOXEL LIFESCIENCES PRIVATE LIMITED,GUJARAT,Vadodara,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,"SEVEN OAKS LIFESCIENCE, INC",U.S.A,"4,54,25,205.0000",570656.934,Received in the company
181,"CROCHET TECHNOLOGIES
PRIVATE LIMITED",TELANGANA,Hyderabad,Activities of employment placement agencies,Bits In Glass Inc,Canada,"4,46,56,662.0000",556596.9269,"Received in the
company"
182,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Udupi,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing","TECHNOPRO HOLDINGS, INC",Japan,"4,41,46,920.9160",554923.2722,Received in the company
183,PUNJAB RENEWABLE ENERGY SYSTEMS PRIVATE LIMITED,MAHARASHTRA,Thane,"Production, collection and distribution of steam and hot water for heating, power and other purposes",MITSUI & CO. LTD.,Japan,"4,13,93,769.4800",520011.7772,Received in the company
184,NYSAA RETAIL PRIVATE LIMITED,DELHI,SOUTH WEST DELHI,Activities of head offices,Camil Investments Limited,Cayman Islands,"4,05,49,165.4100",509699.7726,Received in the company
185,NYSAA RETAIL PRIVATE LIMITED,DELHI,South Delhi,Activities of head offices,Camil Investments Limited,Cayman Islands,"4,05,49,499.3500",505405.5927,Received in the company
186,MOSAIC WELLNESS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of cosmetics and toileteries (includes manufacture of pre-shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath bath salts and other bath prepa","Matrix Partners India
Investments III, LLC (“MPII III”)",Mauritius,"4,00,99,553.6000",503753.1105,Received in the company
187,FICUS PAX PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc.",UFP Global Holdings Limited,United Kingdom,"3,97,74,108.0000",495741.1793,Received in the company
188,SEWA GRIH RIN LIMITED,DELHI,Central Delhi,Other credit granting,"WWBCP II NON-SSA, LLC",Mauritius,"3,80,10,000.0000",477782.6661,Received in the company
189,"DARWINBOX DIGITAL SOLUTIONS PRIVATE
LIMITED",TELANGANA,Hyderabad,"Human resources provision and management of human resources
functions",FADI SHAHER RAFIK MOUSA ELBORNO,UAE,"3,77,49,690.0000",474510.5902,"Received in the
company"
190,INCRED CAPITAL FINANCIAL SERVICES PRIVATE LIMITED,PONDICHERRY,Pondicherry,Other credit granting,ANKUSH KIRIT SHAH,Singapore,"3,79,16,609.0000",472589.466,Received in the company
191,LUCRO PLASTECYCLE PRIVATE LIMITED,MADHYA PRADESH,Bhopal,Manufacture of other plastics products n.e.c.,Circulate Capital Ocean Fund I- B,Singapore,"3,75,00,948.0000",467408.7018,"Received in the
company"
192,MOSAIC WELLNESS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of cosmetics and toileteries (includes manufacture of pre-shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath
bath salts and other bath prepa",SCI Venture Investments VII,Mauritius,"3,51,91,847.0400",442358.7083,Received in the company
193,Satya MicroCapital Limited,DELHI,South Delhi,"Other financial service activities, except insurance and pension
funding activities, n.e.c.",Gojo and Company Inc.,Japan,"3,51,75,000.0000",441888.1028,"Received in the
company"
194,Acko Technology & Services Private Limited,KARNATAKA,Bengaluru,Other information service activities n.e.c.,General Atlantic Singapore ACK Pte. Ltd,Singapore,"3,50,28,000.0000",440299.1641,"Received in
the company"
195,"ROOTER SPORTS
TECHNOLOGIES PRIVATE LIMITED",DELHI,South Delhi,Other information service activities n.e.c.,LIGHTBOX VENTURES III,Mauritius,"3,45,92,031.0000",434819.0686,"Received in
the company"
196,JUMBOTAIL TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable format,ARTAL ASIA PTE. LTD.,Singapore,"3,45,78,382.0000",430982.0819,Received in the company
197,Ravindra Energy Limited,KARNATAKA,Belagavi,Electric power generation using solar energy,Romarsol Limited,United Kingdom,"3,41,00,000.0000",428383.3491,Received in the company
198,Loadshare Networks Private Limited,KARNATAKA,Bengaluru,Cargo handling incidental to land transport,INTERNET FUND VII PTE. LTD.,Singapore,"3,38,95,620.0000",425815.8127,Received in the company
199,Loadshare Networks Private Limited,KARNATAKA,Bengaluru,Cargo handling incidental to land transport,INTERNET FUND VII PTE. LTD.,Singapore,"3,35,98,290.0000",422327.8235,Received in the company
200,MANAK WASTE MANAGEMENT PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,NEWQUEST ASIA FUND IV (SINGAPORE) PTE LTD,Singapore,"3,34,23,506.2800",420130.8061,Received in the company
201,Loadshare Networks Private Limited,KARNATAKA,Bengaluru,Cargo handling incidental to land transport,INTERNET FUND VII PTE. LTD,Singapore,"3,28,54,965.0000",412742.5203,Received in the company
202,REIFENHAUSER INDIA MARKETING PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",REIFENHAUSER GMBH & CO. KG MASCHINENFABRIK,Germany,"3,26,25,000.0000",406635.2908,Received in the company
203,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Udupi,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",TECHNOPRO HOLDINGS INC,Japan,"3,19,33,056.5000",398010.9645,Received in the company
204,SECLORE TECHNOLOGY PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Seclore Technology Inc.,U.S.A,"3,11,19,870.6000",390945.29,"Received in the
company"
205,CHEM-VERSE CONSULTANTS (INDIA),NEW DELHI,SOUTH WEST DELHI,"Production of liquid and gaseous fuels, illuminating oils, lubricating",MCGEAN-ROHCO HOLDINGS LLC,U.S.A,"3,11,70,246.0000",388503.3578,Received in the
,PRIVATE LIMITED,,,"oils or greases or other products from crude petroleum or
bituminous minerals",,,,,company
206,SBFC Finance Private Limited,MAHARASHTRA,Mumbai,Other credit granting,Malabar India Fund Limited,Mauritius,"3,03,49,980.0000",381273.492,"Received in the
company"
207,ALTEC CORPORATION LIMITED,TELANGANA,Hyderabad,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,"Arabi Company, WLL",Kuwait,"3,05,83,066.8000",381184.805,Received in the company
208,Dimension Nxg Private Limited,GUJARAT,Ahmedabad,"Manufacture of printers, scanners, including bar code scanners, smart card readers, virtual reality helmets, computer projectors (video
beamers)",Hina Bipin Dharamsey,Oman,"3,03,75,000.0000",378591.4777,Received in the company
209,SKUAD LAB INDIA PRIVATE LIMITED,HARYANA,Gurgaon,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",SKUAD PTE LTD,Singapore,"2,99,69,002.8000",376707.9731,Received in the company
210,PEARLTRI FOODS PRIVATE LIMITED,MAHARASHTRA,Pune,Restaurants without bars,Pearltri Global Pte Ltd,Singapore,"2,99,92,498.9000",373824.0157,Received in the company
211,MANAK WASTE MANAGEMENT PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,Parakmark KB Fund 1,South Korea,"2,95,03,465.4200",370856.2054,Received in the company
212,Captiva Energy Solutions Private limited,WEST BENGAL,Kolkata,"Manufacture of power generators (except battery charging alternators for internal combustion engines), motor generator sets (except turbine generator set units)",PRAMAC IBERICA SAU,Spain,"2,90,86,954.0000",365406.6501,Received in the company
213,MANAK WASTE MANAGEMENT PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,NEWQUEST ASIA FUND IV (SINGAPORE) PTE LTD,Singapore,"2,84,71,875.7200",357889.2052,Received in the company
214,HEXAWARE TECHNOLOGIES LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",CA Magnum Holdings,Mauritius,"2,85,22,260.0000",355499.0802,Received in the company
215,Shillong Expressway Private Limited,MAHARASHTRA,Mumbai,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",Galaxy Investments II Pte. Ltd.,Singapore,"2,75,98,200.0000",346704.0864,Received in the company
216,"D2C CONSULTING SERVICES PRIVATE
LIMITED",DELHI,West Delhi,Management consultancy activities,APIS GROWTH II (ROSE) PTE. LTD.,Singapore,"2,71,03,200.0000",340485.6184,"Received in the
company"
217,"AMICA FINANCIAL
TECHNOLOGIES PRIVATE LIMITED",MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,Tanglin Venture Fund I LLC,Cayman Islands,"2,69,55,784.8000",338633.7059,"Received in
the company"
218,QFIX INFOCOMM PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other information technology and computer service activities n.e.c,PINE LABS LIMITED,Singapore,"2,70,63,676.0160",337319.4105,"Received in the
company"
219,Hella Infra Market Private Limited,KARNATAKA,Bengaluru,"Wholesale of construction materials (sand, gravel etc.)",Nexus Ventures V Ltd.,Mauritius,"2,65,10,814.0000",330428.5842,"Received in the
company"
220,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"2,59,68,821.9800",326234.9247,Received in the company
221,"EUCARE PHARMACEUTICALS
Private LimiTeD",TAMIL NADU,Kanchipuram,Manufacture of other medical and dental instruments n.e.c.,HCP Healthcare Asia PTE Limited,Singapore,"2,59,04,540.8000",325427.3884,"Received in the
company"
222,SILA Solutions Private Limited,MAHARASHTRA,Mumbai,Combined facilities support activities,Norwest Venture Partners X - Mauritius,Mauritius,"2,53,15,674.0000",318216.0015,Received in the company
223,JAISHU CONSULTING PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other information technology and computer service activities n.e.c,Presidio Networked Solutions LLC,U.S.A,"2,50,50,000.0000",314876.5005,Received in the company
224,JAISHU CONSULTING PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other information technology and computer service activities n.e.c,Presidio Networked Solutions LLC,U.S.A,"2,50,44,990.0000",314813.5252,Received in the company
225,MANAK WASTE MANAGEMENT PRIVATE LIMITED,DELHI,Central Delhi,Other information technology and computer service activities n.e.c,NEWQUEST ASIA FUND IV (SINGAPORE) PTE LTD,Singapore,"2,47,58,152.8000",311208.0045,Received in the company
226,Sunshine Teahouse Private Limited,DELHI,South West Delhi,"Cafeterias, fast-food restaurants and other food preparation in market stalls","Alpha Wave Ventures II, LP",Cayman Islands,"2,43,27,447.2400",305615.0535,Received in the company
227,ROBOSOFT TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",TECHNOPRO HOLDINGS INC,Japan,"2,42,12,218.5360",301779.0813,Received in the company
228,MOSAIC WELLNESS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of cosmetics and toileteries (includes manufacture of pre-shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath bath salts and other bath prepa",Elevation Capital VI Limited (formerly SAIF Partners India VI Limited),Mauritius,"2,35,21,081.4400",295485.0335,Received in the company
229,PATHPARTNER INTERIOR SENSING PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing","Lytx, Inc.",U.S.A,"2,31,74,377.6900",288843.5191,Received in the company
230,Loadshare Networks Private Limited,KARNATAKA,Bengaluru,Cargo handling incidental to land transport,INTERNET FUND VII PTE. LTD,Singapore,"2,28,94,410.0000",287612.4349,Received in the company
231,"ROOTER SPORTS TECHNOLOGIES
PRIVATE LIMITED",TELANGANA,Hyderabad,Other information service activities n.e.c.,MCG II Investments LLC,U.S.A,"2,26,98,126.0000",282907.5576,"Received in the
company"
232,Probat India Private Limited,TAMIL NADU,Coimbatore,"Manufacture of other machinery for the industrial preparation or manufacture of food or drink n.e.c. (including tea or coffee making
machines)",PROBAT WERKE VON GIMBORN MASCHINENFABRIK GMBH,Germany,"2,19,38,903.0000",275608.8194,Received in the company
233,Mountain Trail Foods Private Limited,TAMIL NADU,Chennai,"Cafeterias, fast-food restaurants and other food preparation in
market stalls",PANGAL RAMACHANDRA NAYAK,United Kingdom,"2,19,22,182.3090",273236.2599,"Received in the
company"
234,STAR GLOBAL MULTI VENTURES PRIVATE LIMITED,DELHI,South West Delhi,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur,fuel, petroleum products, chemicals, perfumery and cosmetics, glass,
minerals, ores and metals",Al Asra Trading Limited,UAE,"2,14,21,297.9000",269106.3735,Received in the company
235,CHEM-VERSE CONSULTANTS (INDIA) PRIVATE LIMITED,MAHARASHTRA,Raigarh(MH),"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or
bituminous minerals",MCGEAN-ROHCO HOLDINGS LLC,U.S.A,"2,06,75,850.0000",259741.6384,Received in the company
236,JAGSON PAL PHARMACEUTICALS LIMITED,DELHI,South Delhi,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES AND VEGETABLE ALKALOIDS;",INFINITY CONSUMER HOLDINGS,Mauritius,"2,04,87,300.0000",257523.7257,Received in the company
237,OFB TECH PRIVATE LIMITED,DELHI,South West Delhi,Other non-specialised wholesale trade n.e.c.,Dharmendra M Kapoor,Saudi Arabia,"1,99,99,908.5400",251250.0822,Received in the company
238,GHAZIABAD ALIGARH EXPRESSWAY PRIVATE LIMITED,DELHI,East Delhi,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",Cube Highways and Infrastructure Pte. Ltd.,Singapore,"1,95,00,000.0000",244969.9504,Received in the company
239,SILA Solutions Private Limited,MAHARASHTRA,Mumbai,Combined facilities support activities,NORWEST VENTURE PARTNERS X - MAURITIUS,Mauritius,"1,91,25,600.0000",240266.5273,"Received in the
company"
240,LUCRO PLASTECYCLE PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of other plastics products n.e.c.,Ocean Fund India Holdings Pte. Ltd.,Singapore,"1,87,49,232.0000",233688.8707,"Received in the
company"
241,"MANAK WASTE MANAGEMENT
PRIVATE LIMITED",DELHI,Central Delhi,Other information technology and computer service activities n.e.c,NEWQUEST ASIA FUND IV (SINGAPORE) PTE LTD,Singapore,"1,83,62,296.6600",230812.6034,"Received in the
company"
242,CAPTRONIC SYSTEMS,KARNATAKA,Bengaluru,Technical testing and analysis,Safran Data Systems,France,"1,84,74,050.0000",230259.0251,Received in
,PRIVATE LIMITED,,,,Investment SAS,,,,the company
